                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.42589,                 1.4359,                0.94276,                      1,                0.85977,                  0.995,                0.92726,                 0.3687,                 2.5579,                0.90754,                0.00042,                0.00042,                0.00042
